feature,mean_importance
Z_P_BAUREIHE_NEU,0.0
Z_P_FUNKTION,0.0
Z_P_LEDSYSTEM_1,0.0
Z_P_LEDSYSTEM_2,0.0
Z_P_LEDSYSTEM_3,0.0
Z_P_SCHUTZKLASSE,0.0
Z_P_LMS,0.028950577251838937
Objekt,0.35165640603412285
Bezeichnung,0.548237717332262
Z_P_SCHALTUNG,0.6508366247018179
