timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2023-04-20T17:03:56,codecarbon,6eca67fa-7d8f-459c-bd97-567fd88326d2,86.99886894226074,0.0006678227956722,0.0076762238841916,42.5,43.061,0.0591659545898437,0.0010270699805683,0.0011867341296509,4.876274073818555e-06,0.0022186803842931,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-04-20T17:06:31,codecarbon,d65b9674-3e18-42d6-b6c6-9396bcbd5551,51.10710072517395,0.0006078548561753,0.0118937456351532,42.5,120.912,0.0587825775146484,0.0006033477168944,0.0014135643854657,2.539247059653273e-06,0.0020194513494198,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-04-20T17:08:02,codecarbon,a4daf118-533a-46d7-b66e-821681f87161,20.692920923233032,0.000217220965761,0.0104973563938536,42.5,83.855,0.0587139129638671,0.0002442914275659,0.0004763558752388,1.0170352716522756e-06,0.0007216643380764,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-04-22T15:45:44,codecarbon,f757f5b3-bbef-4981-a94c-b72949f7bfda,55.417893171310425,0.0003998741256976,0.007215613997839,42.5,43.98,0.0588312149047851,0.0006542390166057,0.0006714054194935,2.841031334741141e-06,0.001328485467434,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-05-02T10:07:29,codecarbon,40c54398-b4c7-4404-b3d2-cfa55fc30b99,30.242084503173828,0.0003159335231792,0.010446817022355,42.5,82.386,0.0588970184326171,0.000357024608718,0.0006906745019247,1.913923175321392e-06,0.0010496130338181,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-05-02T10:15:59,codecarbon,d3632da2-f047-4f98-a9cf-7c5d20f8e690,26.62462329864502,0.0002809607623478,0.0105526661991164,42.5,82.669,0.058967113494873,0.0003143067182766,0.0006179890739206,1.128667430058196e-06,0.0009334244596273,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
2023-06-29T11:20:51,codecarbon,be7f193b-47a3-459f-8f9d-541cdf9ab641,29.444824934005737,0.00021228909249516365,0.007209725069548355,42.5,43.44,0.0589900016784668,0.00034761251658201216,0.0003564946600306034,1.1722004477288312e-06,0.0007052793770603444,Germany,DEU,,,,Windows-10-10.0.22621-SP0,3.10.6,16,12th Gen Intel(R) Core(TM) i5-12600K,1,1 x NVIDIA GeForce RTX 3080 Ti,,,31.79674530029297,process,N
