,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,dataset_rows,dataset_cols,missing_values,duplicated_rows,duplicated_cols,outliers,runtime,runtime_limit,failed,:balanced_accuracy,:rooted_mean_squared_error,relative_:balanced_accuracy,relative_:rooted_mean_squared_error
279,:flaml,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,245.68536666666665,240,0,0.8319139876516926,,0.9678018575851393,
280,:autokeras,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,1.165,3,0,0.5,,0.5150245997510454,
281,:lama,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.098116666666667,3,0,0.93551300439747,,0.9636244213034099,
282,:pycaret,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.401683333333333,3,0,0.9673711325117818,,0.9964398606651917,
283,:evalml,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.8363333333333336,3,0,0.8568178798925513,,0.8825645713024011,
284,:gama,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.9219999999999997,3,0,0.9463209184925663,,0.9747571045653511,
285,:autogluon,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,3.4418333333333333,3,0,0.9643971548166145,,0.9933765173209477,
286,:tpot,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,5.505616666666667,3,0,0.9708274133734427,,1.0,
287,:flaml,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,6.633783333333333,3,0,0.6265971507636467,,0.6454258935543852,
288,:mljar,:tabular_classification,6587f8139de6496c97bfdf7c,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,31.807416666666665,3,0,0.0,,0.0,
289,:autokeras,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,1.6789666666666667,6,0,0.5,,0.5150245997510454,
290,:pycaret,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.372316666666667,6,0,0.9673711325117818,,0.9964398606651917,
291,:evalml,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.7834333333333334,6,0,0.8568178798925513,,0.8825645713024011,
292,:lama,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,3.9968166666666667,6,0,0.9449573199975683,,0.9733525310271363,
293,:gama,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,5.603283333333334,6,0,0.9512081221474424,,0.97979116477786,
294,:autogluon,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,6.368283333333333,6,0,0.0,,0.0,
295,:tpot,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,6.387316666666666,6,0,0.9708274133734427,,1.0,
296,:flaml,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,6.75335,6,0,0.6585642586784173,,0.6783535874723915,
297,:mljar,:tabular_classification,65880e689de6496c97bfdf86,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,30.160083333333333,6,0,0.0,,0.0,
298,:pycaret,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.79235,12,0,0.9730162411425767,,0.9997168353855828,
299,:evalml,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.8875666666666664,12,0,0.8568178798925513,,0.8803298682683048,
300,:autokeras,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,3.0733666666666664,12,0,0.5,,0.5137205285554394,
301,:gama,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,10.99695,12,0,0.9526951109950261,,0.9788380719450956,
302,:autogluon,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,12.394749999999998,12,0,0.965347350597475,,0.9918375023770558,
303,:flaml,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,13.249516666666667,12,0,0.6393599463206934,,0.656904659122088,
304,:tpot,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,15.967433333333334,12,0,0.9732918429520017,,1.0,
305,:lama,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,18.100216666666665,12,0,0.9472839486714146,,0.9732784216071256,
306,:mljar,:tabular_classification,65881a259de6496c97bfdf90,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,33.0242,12,0,0.0,,0.0,
307,:pycaret,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.5035499999999997,24,0,0.9721077008639576,,0.9987833638012905,
308,:evalml,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.8388833333333334,24,0,0.8568178798925513,,0.8803298682683048,
309,:autokeras,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,5.692583333333333,24,0,0.5049576802613713,,0.5188142528040005,
310,:gama,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,22.72011666666667,24,0,0.9344794976121265,,0.9601226028750461,
311,:flaml,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,29.636016666666666,24,0,0.6708704198649461,,0.6892798133704593,
312,:mljar,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,30.666033333333335,24,0,0.0,,0.0,
313,:autogluon,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,36.87968333333333,24,0,0.9668343394450587,,0.9933652957705293,
314,:tpot,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,39.889433333333336,24,0,0.9732918429520017,,1.0,
315,:lama,:tabular_classification,658822d69de6496c97bfdf9a,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,127.77950000000001,24,0,0.9585741659330045,,0.984878454365385,
316,:pycaret,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.5879499999999998,48,0,0.9673711325117818,,0.9918267333966959,
317,:evalml,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.9006333333333334,48,0,0.8568178798925513,,0.8784786421351701,
318,:autokeras,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,10.967649999999999,48,0,0.5079811942294745,,0.5208231996662729,
319,:mljar,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,32.73538333333333,48,0,0.0,,0.0,
320,:gama,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,43.39303333333333,48,0,0.9650861593401768,,0.9894839950199495,
321,:tpot,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,48.3153,48,0,0.975342869816423,,1.0,
322,:autogluon,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,48.39433333333333,48,0,0.9649211134853497,,0.98931477672766,
323,:flaml,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,51.80436666666667,48,0,0.0,,0.0,
324,:lama,:tabular_classification,65884c379de6496c97bfdfc2,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,233.28271666666666,48,0,0.9621538371472511,,0.9864775423316988,
325,:pycaret,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.0292166666666667,60,0,0.9700695083975241,,0.9907617338191786,
326,:evalml,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.7856333333333336,60,0,0.8568178798925513,,0.8750943730330567,
327,:autokeras,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,9.43775,60,0,0.5032095001564896,,0.5139432922419215,
328,:lama,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,17.618966666666665,60,0,0.9609696950592072,,0.9814678154324487,
329,:autogluon,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,22.746033333333333,60,0,0.9791148318356117,,1.0,
330,:mljar,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,48.2527,60,0,0.0,,0.0,
331,:gama,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,54.17883333333334,60,0,0.9686658305544235,,0.9893281145975505,
332,:tpot,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,61.983333333333334,60,0,0.975342869816423,,0.9961475795314866,
333,:flaml,:tabular_classification,64e1182ffed5e55d88b51bb6,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,69.89914999999999,60,0,0.6399800503918995,,0.6536312489435855,
334,:pycaret,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,1.9539499999999999,240,0,0.9673711325117818,,0.9880057997877397,
335,:evalml,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,2.7234666666666665,240,0,0.8568178798925513,,0.8750943730330567,
336,:autokeras,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,11.344666666666665,240,0,0.5020138746597196,,0.5127221632610353,
337,:lama,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,16.696966666666665,240,0,0.9609696950592072,,0.9814678154324487,
338,:autogluon,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,25.4368,240,0,0.9791148318356117,,1.0,
339,:mljar,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,211.42733333333334,240,0,0.9569092968326056,,0.9773208062210886,
340,:gama,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,216.24325,240,0,0.9703451102069491,,0.9910432143978236,
341,:tpot,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,240.32143333333335,240,0,0.9761825096426858,,0.997005129431623,
342,:flaml,:tabular_classification,6502b8dd87d6e0440cfb86de,eeg-eye-state.csv,1.736656,14980,15,0.0,0.0,0.0,0.03,256.98226666666665,240,0,0.6522862115784283,,0.6661999087027861,
343,:autokeras,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,1.0465833333333334,3,0,0.7513882521432858,,0.8036329948688969,
344,:lama,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,2.1597500000000003,3,0,0.9302572540827574,,0.9949389293279529,
345,:gama,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.0109666666666666,3,0,0.8955309677625114,,0.9577980911572593,
346,:evalml,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.28075,3,0,0.8594775485715083,,0.9192378432999313,
347,:autogluon,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.60685,3,0,0.859630259546367,,0.9194011724147065,
348,:flaml,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.9869,3,0,0.934989301012791,,1.0,
349,:tpot,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,7.44575,3,0,0.8634199036044674,,0.9234543140431674,
350,:pycaret,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,9.650450000000001,3,0,0.9084049589083145,,0.9715672232017201,
351,:mljar,:tabular_classification,654b5eea1c10960525319dad,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,19.343700000000002,3,0,0.0,,0.0,
352,:evalml,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.2755666666666667,60,0,0.8594775485715083,,0.9079018027082749,
353,:pycaret,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,10.081216666666668,60,0,0.9209770911113193,,0.9728663217122092,
354,:autokeras,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,10.528533333333334,60,0,0.7551300073951082,,0.7976751645608475,
355,:lama,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,15.39345,60,0,0.9347117352989835,,0.9873747963527189,
356,:autogluon,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,40.21671666666667,60,0,0.9344329486946936,,0.9870803024930171,
357,:gama,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,54.497933333333336,60,0,0.9204072093333838,,0.9722643319401924,
358,:mljar,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,56.734249999999996,60,0,0.0,,0.0,
359,:tpot,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,62.615766666666666,60,0,0.9133236775015299,,0.9647817033010028,
360,:flaml,:tabular_classification,64e1f11e1f3c42bb6c98ab5e,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,67.81530000000001,60,0,0.9466635554722803,,1.0,
361,:evalml,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,3.2137499999999997,240,0,0.8594775485715083,,0.9195108139907858,
362,:pycaret,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,10.133433333333333,240,0,0.9239307740146666,,0.9884660041409788,
363,:autokeras,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,13.5114,240,0,0.7511700615727461,,0.8036382054542961,
364,:lama,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,16.127016666666666,240,0,0.9347117352989835,,1.0,
365,:autogluon,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,44.843849999999996,240,0,0.9344329486946936,,0.9997017405540536,
366,:gama,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,216.5941,240,0,0.9238411008545236,,0.9883700674401154,
367,:tpot,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,241.32581666666667,240,0,0.924799873625377,,0.9893958091042517,
368,:mljar,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,246.02471666666668,240,0,0.9322226884307421,,0.9973370968029568,
369,:flaml,:tabular_classification,65008a8d87d6e0440cfb86ac,electricity.csv,3.3222620000000003,45312,9,0.0,0.0,0.0,0.01,261.4621833333333,240,0,0.0,,0.0,
370,:autokeras,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,0.65625,3,0,0.41606674978768005,,0.6381765157839743,
371,:lama,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,1.6897333333333333,3,0,0.6420054106100619,,0.9847284750984464,
372,:pycaret,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.1846666666666668,3,0,0.6354162633232401,,0.9746218298074272,
373,:gama,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.8625499999999997,3,0,0.605218941265453,,0.9283042094095479,
374,:tpot,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,3.251716666666667,3,0,0.6046922070177885,,0.9274962875386218,
375,:autogluon,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,3.41755,3,0,0.6519618624269787,,1.0,
376,:evalml,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,3.5113833333333333,3,0,0.0,,0.0,
377,:flaml,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,5.485616666666667,3,0,0.6251669519111379,,0.958901107472614,
378,:mljar,:tabular_classification,656f2fd18f12b9047f90d5f6,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,5.8885499999999995,3,0,0.6059144989377547,,0.9293710780599818,
379,:autokeras,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,0.9526333333333333,6,0,0.4377796621982668,,0.6691501496797481,
380,:pycaret,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.296783333333333,6,0,0.654232330976517,,1.0,
381,:lama,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.4884,6,0,0.6515292201338714,,0.9958682707737618,
382,:autogluon,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,4.78475,6,0,0.6519618624269787,,0.9965295684085967,
383,:gama,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,5.5504999999999995,6,0,0.5723826561035864,,0.8748920360588714,
384,:tpot,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,6.2968,6,0,0.6046922070177885,,0.9242774751214385,
385,:evalml,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,6.455016666666666,6,0,0.0,,0.0,
386,:flaml,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,8.6037,6,0,0.6498538928771487,,0.9933075179992511,
387,:mljar,:tabular_classification,656f380c8f12b9047f90d600,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,8.815833333333334,6,0,0.6059144989377547,,0.9261457593105459,
388,:autokeras,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,1.2669,12,0,0.4028524447129098,,0.6020166000330212,
389,:pycaret,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.6037000000000003,12,0,0.6258924537994306,,0.9353242160195412,
390,:lama,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.7893166666666667,12,0,0.6515292201338714,,0.9736354118607377,
391,:autogluon,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,4.38415,12,0,0.6519618624269787,,0.9742819459596249,
392,:evalml,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,9.221716666666667,12,0,0.0,,0.0,
393,:mljar,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,9.843983333333334,12,0,0.6059144989377547,,0.9054694624508735,
394,:gama,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,10.993666666666666,12,0,0.5956136886369445,,0.8900760873422822,
395,:tpot,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,12.211516666666666,12,0,0.6691716552181668,,1.0,
396,:flaml,:tabular_classification,6570b55e8f12b9047f90d60a,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,12.670433333333333,12,0,0.6599657448494657,,0.9862428267890401,
397,:autokeras,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.128,24,0,0.5356902787135345,,0.8216589183903883,
398,:lama,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.884266666666667,24,0,0.6515292201338714,,0.9993363993846254,
399,:autogluon,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,4.574916666666667,24,0,0.6519618624269787,,1.0,
400,:pycaret,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,5.404016666666666,24,0,0.5944854886715352,,0.9118408958133175,
401,:evalml,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,9.33845,24,0,0.0,,0.0,
402,:gama,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,21.767166666666665,24,0,0.611235921701038,,0.9375332468461649,
403,:mljar,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,22.416066666666666,24,0,0.6068574836016697,,0.930817458160199,
404,:tpot,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,24.230666666666664,24,0,0.641234476118197,,0.9835459910663359,
405,:flaml,:tabular_classification,6570c2438f12b9047f90d614,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,24.645766666666667,24,0,0.6327316094757955,,0.9705040216929299,
406,:lama,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,3.9185166666666666,48,0,0.6515292201338714,,0.9993363993846254,
407,:autokeras,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,4.422616666666667,48,0,0.5293024804652712,,0.8118611087079565,
408,:pycaret,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,5.77555,48,0,0.5974000160046671,,0.9163112912476185,
409,:autogluon,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,6.247249999999999,48,0,0.6519618624269787,,1.0,
410,:evalml,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,8.614299999999998,48,0,0.0,,0.0,
411,:gama,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,43.39638333333333,48,0,0.6225811656044214,,0.954934945560795,
412,:tpot,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,48.264783333333334,48,0,0.6049422154073316,,0.9278797584192842,
413,:flaml,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,52.71158333333334,48,0,0.6513690443923001,,0.9990907166985631,
414,:mljar,:tabular_classification,656624e04c80ae15cfd79e11,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,60.57806666666667,48,0,0.6059144989377547,,0.9293710780599818,
415,:evalml,:tabular_classification,654c9202042fd12905abfdd8,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,8.362816666666667,60,0,0.0,,0,
416,:pycaret,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,2.0394,240,0,0.6388477155919017,,0.9448559491671087,
417,:lama,:tabular_classification,650c65e92dae03db08872cc2,eucalyptus.csv,0.09922700000000001,736,20,0.59,0.0,0.0,0.16,3.4613666666666663,240,0,0.6587886273932785,,0.9743485632713803,
