,AutoML_solution,task,trainings_id,dataset_name,dataset_size_in_mb,dataset_rows,dataset_cols,missing_values,duplicated_rows,duplicated_cols,outliers,runtime,runtime_limit,failed,:balanced_accuracy,:rooted_mean_squared_error,relative_:balanced_accuracy,relative_:rooted_mean_squared_error
132,:tpot,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,8378,123,2.14,0.0,0.0,0.19,79.50945,240,0,1.0,,1.0,
133,:gama,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,8378,123,2.14,0.0,0.0,0.19,216.28348333333332,240,0,1.0,,1.0,
134,:flaml,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,8378,123,2.14,0.0,0.0,0.19,240.41944999999998,240,0,1.0,,1.0,
135,:mljar,:tabular_classification,652134fa2dae03db08872dbc,SpeedDating.csv,6.931544,8378,123,2.14,0.0,0.0,0.19,242.75116666666665,240,0,1.0,,1.0,
136,:gama,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,3.0382333333333333,3,0,0.0,,0.0,
137,:evalml,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,5.646716666666666,3,0,0.6096221387090379,,0.9242708756237736,
138,:flaml,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,9.657583333333333,3,0,0.6595708625976286,,1.0,
139,:lama,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,13.9843,3,0,0.6557093314982558,,0.994145388587718,
140,:autokeras,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,15.530266666666668,3,0,0.5967237772910291,,0.9047151885104733,
141,:tpot,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,15.882883333333332,3,0,0.5908094580888323,,0.8957482684453509,
142,:pycaret,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,99.47863333333333,3,0,0.6350418448294758,,0.9628106407376021,
143,:mljar,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,104.54301666666667,3,0,0.0,,0.0,
144,:autogluon,:tabular_classification,658c8bdd9de6496c97bfe026,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,0.0,3,1,0.0,,0.0,
145,:evalml,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,3.389883333333333,48,0,0.6096221387090379,,1.0,
146,:gama,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,5.4342999999999995,48,0,0.0,,0.0,
147,:tpot,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,11.703149999999999,48,0,0.0,,0.0,
148,:mljar,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,49.78541666666667,48,0,0.0,,0.0,
149,:autokeras,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,57.60065,48,0,0.0,,0.0,
150,:autogluon,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,0.0,48,1,0.0,,0.0,
151,:flaml,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,0.0,48,1,0.0,,0.0,
152,:pycaret,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,0.0,48,1,0.0,,0.0,
153,:lama,:tabular_classification,658ca52b9de6496c97bfe030,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,0.0,48,1,0.0,,0.0,
154,:evalml,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,3.19465,60,0,0.6096221387090379,,0.9261338788700985,
155,:lama,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,41.78803333333334,60,0,0.6582440753088408,,1.0,
156,:pycaret,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,45.37968333333333,60,0,0.6510589105619299,,0.9890843457367395,
157,:mljar,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,57.37838333333333,60,0,0.0,,0.0,
158,:gama,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,58.883583333333334,60,0,0.0,,0.0,
159,:autogluon,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,60.934983333333335,60,0,0.6559993612142077,,0.9965898453494171,
160,:tpot,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,81.63866666666667,60,0,0.5908094580888323,,0.897553780201715,
161,:autokeras,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,94.99208333333333,60,0,0.6004574816252048,,0.9122109930780264,
162,:flaml,:tabular_classification,64e204b559aa53a589b53f19,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,98.93033333333332,60,0,0.6572286890149104,,0.9984574319283406,
163,:evalml,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,3.3156833333333333,240,0,0.6096221387090379,,0.9206895368542262,
164,:pycaret,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,36.7288,240,0,0.6510589105619299,,0.9832699450506251,
165,:lama,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,43.77075,240,0,0.6582357174591483,,0.9941088083377834,
166,:autokeras,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,150.92378333333332,240,0,0.6009442096193967,,0.907583584811023,
167,:autogluon,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,193.6081333333333,240,0,0.6561272819015079,,0.9909245168992182,
168,:gama,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,220.98871666666668,240,0,0.0,,0.0,
169,:mljar,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,246.61041666666668,240,0,0.6621364904308238,,1.0,
170,:tpot,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,252.5231,240,0,0.6213284581838787,,0.9383691537368782,
171,:flaml,:tabular_classification,64fed3d4fea8975729dec817,airlines.csv,24.010617999999997,539383,8,0.0,0.69,0.0,0.0,293.68695,240,0,0.6577772982826359,,0.9934164749848606,
172,:autokeras,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,5.992616666666667,60,0,0.4378526459848839,,0.4624566199254486,
173,:evalml,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,17.494666666666667,60,0,0.8540584796885039,,0.9020500420797924,
174,:lama,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,21.405266666666666,60,0,0.9467972283659144,,1.0,
175,:pycaret,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,25.74745,60,0,0.9196226966226462,,0.9712984671594688,
176,:autogluon,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,39.14333333333333,60,0,0.9007787161030208,,0.9513955988841272,
177,:gama,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,54.38088333333334,60,0,0.9187035351491929,,0.9703276558326975,
178,:tpot,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,60.65916666666667,60,0,0.9100588031882211,,0.9611971559727731,
179,:flaml,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,76.06686666666666,60,0,0.9382831428915483,,0.9910074879612178,
180,:mljar,:tabular_classification,64e3b4035c2a563e5d291474,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,76.1571,60,0,0.3235298388513589,,0.3417097443448814,
181,:autokeras,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,12.012083333333333,240,0,0.494483954792517,,0.5223477151998366,
182,:evalml,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,17.478833333333334,240,0,0.8540584796885039,,0.9021839661097273,
183,:lama,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,26.0874,240,0,0.9466566817533419,,1.0,
184,:pycaret,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,34.56786666666667,240,0,0.9196226966226462,,0.971442672246685,
185,:autogluon,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,40.77405,240,0,0.9007787161030208,,0.9515368490661803,
186,:mljar,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,157.68601666666666,240,0,0.4875403233539427,,0.5150128158932435,
187,:gama,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,216.45021666666668,240,0,0.916236097879328,,0.9678652414752192,
188,:tpot,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,240.76049999999998,240,0,0.9062264653903513,,0.9572915745039605,
189,:flaml,:tabular_classification,6509e0502dae03db08872c7c,artificial-characters.csv,0.390606,10218,8,0.0,1.0,0.0,0.01,257.2124166666667,240,0,0.9334317131299115,,0.9860298153719932,
190,:evalml,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,3.55615,60,0,0.8285448969180162,,1.0,
191,:pycaret,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,9.003683333333333,60,0,0.7319602681303436,,0.8834286118387262,
192,:lama,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,12.957966666666666,60,0,0.7229751436116632,,0.8725841487901903,
193,:autokeras,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,18.753133333333334,60,0,0.6678357222249184,,0.8060344402688417,
194,:autogluon,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,23.97941666666667,60,0,0.711217097748259,,0.8583929493667901,
195,:gama,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,54.35085,60,0,0.7067759373967967,,0.853032756614433,
196,:tpot,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,60.39698333333333,60,0,0.7282705166705532,,0.8789753209265314,
197,:mljar,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,62.29546666666667,60,0,0.7303889144698295,,0.8815320897958542,
198,:flaml,:tabular_classification,65167af92dae03db08872da8,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,64.62313333333333,60,0,0.7304798813465229,,0.8816418809212739,
199,:evalml,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,3.4504666666666663,240,0,0.8285448969180162,,1.0,
200,:pycaret,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,7.602733333333333,240,0,0.7335032723218038,,0.8852909179095255,
201,:lama,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,13.41315,240,0,0.7199517526363822,,0.8689351118019387,
202,:autokeras,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,19.164916666666667,240,0,0.6382610116084861,,0.7703396810271362,
203,:autogluon,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,24.924666666666667,240,0,0.711217097748259,,0.8583929493667901,
204,:gama,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,216.32805000000002,240,0,0.6968739827630493,,0.8410817390285663,
205,:tpot,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,240.87401666666668,240,0,0.7282705166705532,,0.8789753209265314,
206,:mljar,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,244.46648333333331,240,0,0.755078224411793,,0.9113304870025737,
207,:flaml,:tabular_classification,650168e787d6e0440cfb86c0,bank-marketing.csv,5.237924,45211,17,0.0,0.0,0.0,0.01,252.10005,240,0,0.7295973191700412,,0.8805766855652171,
208,:lama,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,0.6858333333333333,60,0,0.5,,0.516612072999532,
209,:pycaret,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,0.7526833333333334,60,0,0.9316123188405797,,0.9625643425362658,
210,:evalml,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,1.6622666666666668,60,0,0.926177536231884,,0.9569489939167056,
211,:autogluon,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,2.3149666666666664,60,0,0.9628623188405797,,0.9948525970987365,
212,:autokeras,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,4.1207,60,0,0.9207427536231885,,0.9513336452971456,
213,:gama,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,54.331183333333335,60,0,0.957427536231884,,0.9892372484791764,
214,:tpot,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,60.22665,60,0,0.9415760869565217,,0.9728591483387926,
215,:flaml,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,60.47426666666667,60,0,0.9420289855072463,,0.9733270940570893,
216,:mljar,:tabular_classification,64df714927699f3301e26c1d,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,61.49365,60,0,0.9678442028985508,,1.0,
217,:lama,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,0.7243833333333334,240,0,0.5,,0.516612072999532,
218,:pycaret,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,1.0766166666666666,240,0,0.9678442028985508,,1.0,
219,:evalml,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,1.6955333333333333,240,0,0.926177536231884,,0.9569489939167056,
220,:autogluon,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,2.0616499999999998,240,0,0.9628623188405797,,0.9948525970987365,
221,:autokeras,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,17.162133333333333,240,0,0.5439311594202899,,0.5620028076743098,
222,:mljar,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,61.52978333333333,240,0,0.9678442028985508,,1.0,
223,:tpot,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,127.5775,240,0,0.962409420289855,,0.9943846513804397,
224,:gama,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,216.9393,240,0,0.9628623188405797,,0.9948525970987365,
225,:flaml,:tabular_classification,6506f10787d6e0440cfb8756,breast-w.csv,0.033493,699,10,0.02,0.4,0.0,0.16,257.98693333333335,240,0,0.9420289855072463,,0.9733270940570893,
226,:pycaret,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,3.3299833333333333,60,0,1.0,,1.0,
227,:autokeras,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,4.4473666666666665,60,0,0.3750454091363182,,0.3750454091363182,
228,:evalml,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,9.835066666666668,60,0,0.9154481881754609,,0.9154481881754609,
229,:lama,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,9.98625,60,0,1.0,,1.0,
230,:autogluon,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,11.553816666666668,60,0,0.9935064935064934,,0.9935064935064934,
231,:gama,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,54.17738333333333,60,0,0.9775224775224776,,0.9775224775224776,
232,:tpot,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,60.26585,60,0,0.9807692307692308,,0.9807692307692308,
233,:mljar,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,61.08465,60,0,0.2965784215784216,,0.2965784215784216,
234,:flaml,:tabular_classification,64e362cce0d0f390668b680d,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,61.56921666666666,60,0,1.0,,1.0,
235,:pycaret,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,5.0209166666666665,240,0,1.0,,1.0,
236,:evalml,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,10.093966666666667,240,0,0.9154481881754609,,0.9154481881754609,
237,:autokeras,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,10.108183333333333,240,0,0.4320452274997729,,0.4320452274997729,
238,:lama,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,11.430966666666666,240,0,1.0,,1.0,
239,:autogluon,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,13.11595,240,0,0.9935064935064934,,0.9935064935064934,
240,:mljar,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,214.98160000000001,240,0,1.0,,1.0,
241,:gama,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,216.22556666666665,240,0,0.9967532467532467,,0.9967532467532467,
242,:tpot,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,240.2698,240,0,0.8973526473526473,,0.8973526473526473,
243,:flaml,:tabular_classification,650bef842dae03db08872cae,car.csv,0.077837,1728,7,0.0,0.0,0.0,0.0,241.3345666666667,240,0,0.9967532467532467,,0.9967532467532467,
244,:evalml,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,15.009666666666668,60,0,0.6937269372693726,,0.9093107617896009,
245,:lama,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,18.998416666666667,60,0,0.7629151291512914,,1.0,
246,:pycaret,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,36.6497,60,0,0.746309963099631,,0.9782345828295044,
247,:mljar,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,45.45563333333334,60,0,0.7490774907749078,,0.9818621523579204,
248,:gama,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,55.631283333333336,60,0,0.7380073800738007,,0.9673518742442564,
249,:autogluon,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,61.24138333333334,60,0,0.7518450184501846,,0.9854897218863363,
250,:tpot,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,64.47496666666667,60,0,0.7306273062730627,,0.9576783555018138,
251,:flaml,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,71.76351666666666,60,0,0.6845018450184501,,0.8972188633615478,
252,:autokeras,:tabular_classification,64e12973cb658cee04912352,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,141.1627,60,0,0.7103321033210332,,0.9310761789600969,
253,:evalml,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,14.928866666666666,240,0,0.6937269372693726,,0.910411622276029,
254,:lama,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,25.32615,240,0,0.7619926199261993,,1.0,
255,:pycaret,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,63.28146666666667,240,0,0.7509225092250923,,0.9854721549636805,
256,:autogluon,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,115.29448333333333,240,0,0.7518450184501846,,0.9866828087167071,
257,:tpot,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,133.3803166666667,240,0,0.0,,0.0,
258,:gama,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,216.78553333333332,240,0,0.735239852398524,,0.9648910411622276,
259,:mljar,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,246.44271666666666,240,0,0.7435424354243543,,0.9757869249394674,
260,:flaml,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,294.34028333333333,240,0,0.6845018450184501,,0.8983050847457626,
261,:autokeras,:tabular_classification,6500c96487d6e0440cfb86b6,christine.csv,50.242456,5418,1637,0.0,0.0,0.26,1.0,299.12471666666664,240,0,0.716789667896679,,0.940677966101695,
262,:lama,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,1.1785166666666667,60,0,0.8595912284436875,,1.0,
263,:evalml,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,2.2435833333333335,60,0,0.8268043431977858,,0.9618575851393188,
264,:pycaret,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,2.3646666666666665,60,0,0.840110708963168,,0.9773374613003095,
265,:autogluon,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,3.393466666666667,60,0,0.8466042154566744,,0.984891640866873,
266,:autokeras,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,4.427883333333333,60,0,0.8186076218863103,,0.9523219814241485,
267,:gama,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,54.19925,60,0,0.8418139237811368,,0.9793188854489163,
268,:flaml,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,60.23765,60,0,0.8466042154566744,,0.984891640866873,
269,:tpot,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,60.273183333333336,60,0,0.8449010006387055,,0.9829102167182662,
270,:mljar,:tabular_classification,64df80f1d84d79bd5c3fafbe,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,64.42653333333334,60,0,0.8141366829891421,,0.9471207430340558,
271,:lama,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,1.3978666666666666,240,0,0.8595912284436875,,1.0,
272,:pycaret,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,1.6429333333333331,240,0,0.8336172024696615,,0.9697832817337462,
273,:evalml,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,2.2845166666666668,240,0,0.8268043431977858,,0.9618575851393188,
274,:autogluon,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,4.030266666666667,240,0,0.8466042154566744,,0.984891640866873,
275,:autokeras,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,5.03505,240,0,0.7895465190547157,,0.9185139318885448,
276,:mljar,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,87.17663333333333,240,0,0.8595912284436875,,1.0,
277,:tpot,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,146.43435,240,0,0.8449010006387055,,0.9829102167182662,
278,:gama,:tabular_classification,6506b65587d6e0440cfb874c,credit-approval.csv,0.049408,690,16,0.04,0.0,0.0,0.25,216.34275,240,0,0.8418139237811368,,0.9793188854489163,
