feature,mean_importance
Z_P_BAUREIHE_NEU,0.0
Z_P_FUNKTION,0.0
Z_P_LEDSYSTEM_1,0.0
Z_P_LEDSYSTEM_2,0.0
Z_P_LEDSYSTEM_3,0.0
Z_P_LMS,0.0
Z_P_SCHUTZKLASSE,0.0
Objekt,2.896318804890061
Bezeichnung,3.423963891320729
Z_P_SCHALTUNG,4.745739020312232
